ngram_decoded,count,p_ngram,pmi,entropy_reduction,internal_entropy,frequency_norm,pmi_norm,entropy_reduction_norm,internal_entropy_norm,composite_score
51 33 55,18685,0.00015712297828409077,5.823345733911812,4.591433185135005,0.5358894782460573,0.32209512690397346,0.15226591284813024,0.8954835664871771,0.13480604509944422,0.4522304149734545
39 19 39 33 39,29377,0.00024703247166452954,12.133516473543072,3.603627001153142,1.5236956622279205,0.36835073018618697,0.2250598732243998,0.7028282083532531,0.38329430693881295,0.45183666981710724
267 21 261 12 39 263 51 13,5797,0.00004874722532046424,20.523255148791428,4.1527870229480115,0.9745356404330514,0.20245372416105092,0.32184367351963133,0.8099328432374447,0.24514998115882536,0.4513233417271
262 263 51 13 323,10579,0.00008895927146199606,13.585209292687251,4.299098951681022,0.8282237117000409,0.2639447819789424,0.24180656264305597,0.83846857978821,0.20834438361672808,0.45115349662388227
282 21 264 22,42580,0.00035805707333885924,10.425366825750473,3.4272164804556873,1.7001061829253752,0.4062936130749961,0.2053547047101451,0.6684222362155203,0.42767137641775166,0.45101056858438016
262 263 51 13 51 63 39,8465,0.00007118255344794372,16.56698312764479,4.199269910384131,0.9280527529969319,0.241155814001224,0.2762042256143087,0.8189985663229249,0.2334569465417345,0.451008050098167
267 21 264 283 71 22,18839,0.00015841797098710121,19.86788926884219,3.207538036274867,1.9197846271061954,0.3229341973777804,0.31428339030932767,0.6255775668621077,0.48293273805250636,0.45069645603139064
51 33 39 12 277 21 264 12,11061,0.0000930124304415482,24.575554451545074,3.205872951534384,1.9214497118466787,0.2684993377436966,0.36859088956955255,0.6252528194549717,0.48335159958596036,0.45061378357544635
51 33 71 21 261 283 71 22,3486,0.00002931392573178167,24.25787951070274,4.195971589413823,0.9313510739672397,0.15046388584626388,0.36492619997391695,0.8183552830371148,0.23428665793470868,0.4504148692082417
282 21 261 12 51 13,8231,0.00006921483726284994,14.04466333279392,4.441396915471232,0.6859257479098299,0.23829020939298207,0.24710681212445051,0.8662214584604441,0.17254852177774185,0.45040904410717486
39 33 39 12 39,38275,0.0003218561409592494,7.741677678171251,3.749170815328346,1.3781518480527164,0.395397751546997,0.1743957386960936,0.7312141367861693,0.34668193298091454,0.45037561038306906
277 21 355 22 71 21,4779,0.0000401868190109537,20.446515465576507,4.272814687541515,0.8545079758395475,0.182713256947581,0.3209584065926763,0.8333422661416694,0.21495633970251096,0.4498311599900252
313 263 51 13 39 21,10848,0.0000912213041705013,15.821649428495443,4.019201397828341,1.1081212655527215,0.26651161805936746,0.2676060760551818,0.7838791630051222,0.278754204670471,0.44970026128100066
282 21 261 12 51 13 71,6411,0.00005391037804545389,17.854025660977086,4.258303982283958,0.8690186810971048,0.21274513351596483,0.29105151375273386,0.8305121916154081,0.21860659011193742,0.4494194173993581
282 21 276 283 71 22,5014,0.000042162944239573514,21.131296387808042,4.132942281131263,0.9943803822497996,0.1876203003291077,0.32885802094166317,0.8060624525638719,0.2501420387918492,0.44876274453382525
282 21 276,39872,0.0003352853834703381,8.182819377616537,3.61845968109934,1.5088629822817223,0.39957641582893505,0.17948473750686378,0.705721078749753,0.3795630619658435,0.44870212519123975
50 7 267 21 264,9073,0.00007629525191177712,18.046497260170668,3.921890241070642,1.2054324223104202,0.2482463978251178,0.29327186095780383,0.764900221528962,0.30323337942399015,0.44857964914446563
51 33 39 12 51 13,63107,0.000530669509797919,12.784723707544021,2.7713356714376762,2.3559869919433862,0.4465134858579413,0.23257218240660352,0.5405034661130923,0.5926619229941202,0.44784691865483656
39 63 39 326 304,6221,0.000052312659775505954,16.354562375562278,4.366461105837097,0.7608615575439659,0.2096697545101401,0.27375374551666626,0.8516064606235961,0.19139905074532945,0.4476279938367596
267 21 264 12,132349,0.0011129285016281043,10.411511931196424,2.365333974195023,2.7619886891860395,0.5222219400109729,0.20519487501823985,0.46131950912472375,0.6947939582937827,0.4475351256950239
39 63 39 329,16881,0.0001419530637631114,9.661052993197671,4.159969536873213,0.9673531265078495,0.3117160487937591,0.19653760084123545,0.8113336745088017,0.24334317894412769,0.44753167532844834
307 263 51 13 71 21 261,5065,0.00004259180545940165,19.86962252194838,4.1988906238840125,0.9284320394970503,0.18865482498219255,0.3143033850706646,0.8189245927259778,0.23355235821730594,0.4473960136999024
282 21 264 283 82 22,4181,0.00003515821098238071,22.144255558151308,4.138288109548999,0.9890345538320627,0.1690478155009327,0.34054349075718443,0.8071050685193522,0.24879726525919094,0.4472041903351811
51 33 39 12 51 13 39,25475,0.0002142203838259145,14.69150859099704,3.3259452115972747,1.8013774517837875,0.3537822786977589,0.2545688016708645,0.6486709399724179,0.4531467398857701,0.44709461006536766
262 263 51 13 50 21,18086,0.00015208596121199175,14.373700823911191,3.638206846967837,1.4891158164132254,0.31876436024686633,0.25090257979524694,0.7095724388386215,0.3745955501173789,0.4469564211216527
39 33 262,83292,0.0007004060533710725,4.3805041564295415,3.281188081017153,1.8461345823639093,0.4748828735425536,0.1356213311158432,0.6399417973928464,0.46440565055379274,0.4462665278351643
307 263 51 13 39 21,13169,0.00011073869419444429,14.82754294969956,3.837908242690673,1.2894144206903895,0.2863313734293262,0.25613809038361035,0.748520913283011,0.32435952860349193,0.4462536148928118
39 33 39 12 39 13 39,17467,0.0001468807632693719,12.893939330254641,3.7733584057914147,1.3539642575896478,0.3152044201387483,0.233832090900384,0.7359315286982903,0.3405974070792618,0.4459247738660739
307 263 51 13 71 21,27996,0.00023541958255506585,16.869995723211915,2.9939587108593586,2.133363952521704,0.3634285849659212,0.2796997707881803,0.5839224303635068,0.536659831684772,0.44565391431846857
262 263 51 13 279 21,16495,0.00013870717296205927,14.949236161587132,3.6179382414668826,1.5093844219141799,0.30935145367394484,0.2575419400114134,0.7056193805211275,0.379694233070079,0.44564426656424594
294 21 264 12,15191,0.00012774178020410077,9.762914469806049,4.171711779007548,0.9556108843735145,0.3009328524187322,0.19771267210286217,0.813623805812259,0.24038935117368776,0.4454881158407424
319 21 264,23871,0.00020073227801014349,8.538702993324957,3.900753350800432,1.22656931258063,0.3471342965714602,0.18359020135077175,0.7607778185405236,0.3085504843471057,0.4452359336218071
267 21 261 12 39 13 71,6982,0.000058711941898823755,16.291271889590423,4.194338122436336,0.9329845409447268,0.22146693082234276,0.27302362816832026,0.8180367021549025,0.2346975658401154,0.44514012037789896
286 12 39 13 71 21,10661,0.00008964881303113148,12.767742016736442,4.148551552860383,0.9787711105206793,0.2647340888886173,0.23237628207699676,0.8091067844216268,0.24621543774050497,0.4443972829500486
285 263 51 13,19101,0.00016062114039092415,7.771325042674345,4.13031936702677,0.9970032963542925,0.32434606921528325,0.17473774989768354,0.8055508962845634,0.25080184774764264,0.44433404563998524
282 21 264 12 39,38930,0.0003273640644688067,12.920906906427954,3.033955495935404,2.0933671674456584,0.39713231702938434,0.2341431881356894,0.5917231458054467,0.5265984129936618,0.44391173927222405
289,44722,0.00037606924457164075,0.0,4.1291140615919355,0.9982086017891273,0.41131087588473736,0.08508795267831301,0.8053158212729121,0.25110504918264515,0.4436260019636785
277 21 270,28983,0.0002437193085152691,7.31301314100949,3.7882943910316644,1.3390282723493978,0.36697043509346905,0.1694506760947148,0.7388445470942109,0.3368401750722223,0.4432268955408531
277 21,242460,0.0020388566933240916,2.809024901415048,2.4336119263186946,2.693710737062368,0.5841079941716554,0.1174927885863681,0.4746360012993449,0.6776182512367854,0.4431655338297944
262 21 33 39,16377,0.00013771490582598634,5.906378824824442,4.396892621564439,0.7304300418166232,0.3086175447787433,0.15322378035745954,0.8575416275177496,0.18374382994306362,0.44316147540672257
275 63 39,23253,0.00019553548911104967,5.433582901025736,4.144617483038877,0.9827051803421858,0.3444529334363247,0.14776961926370188,0.808339508773148,0.24720507537160408,0.443055227551349
282 21 264 283 71 22 264,2869,0.000024125545876213884,24.00787507165263,4.130103482597373,0.9972191807836898,0.13055145810445357,0.36204215547163326,0.8055087915754257,0.25085615470328737,0.44270490365091375
267 21 276 12,30173,0.00025372607031125884,10.39230505166832,3.4195055977960402,1.7078170655850222,0.3710837424263663,0.20497330497124577,0.6669183553080991,0.4296110927916858,0.4418773501259905
51 33 39 12 71 21 264 12,4548,0.00003824432995643804,19.58859011447557,4.12739866914605,0.9999239942350123,0.17764867932508935,0.3110614027570102,0.8049812621748205,0.2515365659054218,0.4416514471675253
262 263 51 13 279 21 39,5095,0.0000428440767651829,16.469864213989762,4.3233507425026225,0.8039719208784402,0.1892585139175169,0.27508386443168814,0.8431984929249051,0.2022437077498698,0.44154162327349855
51 33 39 12 50 63 39,5792,0.00004870518010283403,17.400303090981286,4.127472887467313,0.999849775913749,0.20236551605943212,0.2858173823567863,0.8049957372383449,0.2515178958647332,0.4415219170171853
267 21 261 22,12527,0.00010534008825072546,7.271356852869112,4.4327797494144985,0.694542913966564,0.2812222746273456,0.16897013027219554,0.8645408218743604,0.17471621889296704,0.44134482171485645
307 263 51 13 39 12,7827,0.00006581758367832907,13.87543574443713,4.20147665115159,0.9258460122294723,0.2331454392665908,0.24515460720485183,0.8194289548341102,0.23290182835506176,0.4413104200630585
282 21 276 283,5940,0.00004994971854468821,12.944358850682477,4.503599890180761,0.6237227732003016,0.20494478784578565,0.2344137291354897,0.8783531261539514,0.1569010098290895,0.44079837487356527
262 263 51 13 279 21 262,4800,0.00004036340892500058,18.787258915835533,4.128656546416273,0.9986661169647886,0.18316146971597957,0.301817267545943,0.8052265904587623,0.2512201397263254,0.4407570119349962
286 21 280 12,18122,0.00015238868677892926,11.33840728958551,3.717537614499437,1.4097850488816253,0.3189676345656399,0.21588751500779838,0.7250446009668555,0.35463944450276547,0.4406753144071738
282 21 276 22,8125,0.00006832347864908951,10.149440957711855,4.489156517366273,0.6381661460147896,0.23696519910370395,0.20217163129841603,0.8755361837138664,0.16053432237963738,0.44030202025732884
39 33 262 263 51 13 277 21,2889,0.00002429372674673472,23.016744316529202,4.132145940216623,0.9951767231644395,0.1312615989431367,0.35060849766852076,0.8059071393591214,0.250342362876593,0.4400863773600958
50 7,37187,0.0003127071016029159,3.529597500402251,3.8332109074758702,1.2941117559051922,0.3924498356660886,0.12580529475826374,0.7476047752665076,0.3255411699838871,0.4400566294469488
267 21 261 12,67321,0.0005661052192166591,9.10670341127097,2.8059351288345473,2.321387534546515,0.45312132234826796,0.19014263893506492,0.5472515215151792,0.5839582327676864,0.4399477577662989
305,169163,0.0014224990299958066,0.0,2.8941293532613726,2.23319331011969,0.5473098813398543,0.08508795267831301,0.5644523552088926,0.5617724741771173,0.43992365395422184
282 21 264 283 71 22,31021,0.00026085693922134226,21.646697317081614,2.25870947680525,2.8686131865758124,0.37391708585854877,0.3348036722356605,0.44052415365562547,0.7216159568351154,0.4396060368282885
282 21 264 12 286,5817,0.00004891540619098507,15.178783935843757,4.27085857979926,0.8564640835818024,0.2028057973956706,0.26018999697740824,0.8329607594820193,0.21544840972669735,0.439602475870981
51 33 39 12 267 21,8124,0.00006831506960556347,13.672837631115662,4.127369070620926,0.9999535927601362,0.23695261686938154,0.2428174408044556,0.8049754894690504,0.2515440115827017,0.4394155374700322
50 33 39 12 50 13,18438,0.00015504594453315845,14.978425964516726,3.315465018713417,1.8118576446676453,0.3207347955636412,0.25787867279496596,0.6466269506290698,0.45578309199176076,0.43934026360859035
262 12 39 295 294 21,4018,0.0000337875368876359,18.858693424446955,4.222630676204917,0.9046919871761454,0.16498274248499797,0.3026413341209882,0.8235546996803254,0.22758041307983184,0.4392872260015851
39 33 39 21 39 263 51 13,8155,0.00006857574995487077,17.451252015264753,3.7604462257452815,1.366876437635781,0.2373419477953467,0.28640512778056876,0.7334132202371609,0.3438455393831992,0.4392082268844651
267 21 264 12 39,26719,0.0002246812339723105,11.318605334647158,3.332139527058036,1.7951831363230264,0.35865606477004347,0.21565908018683513,0.649879039377786,0.4515885246132916,0.4387747287134385
282 21 264 12 50,7459,0.00006272305566074568,13.148048235329817,4.223799247479942,0.9035234159011204,0.22822252476465857,0.23676348441262687,0.8237826102979604,0.2272864523315848,0.4386633837483452
39 7,116386,0.0009786949398218993,2.5646752157675987,2.911411391199614,2.2159112721814487,0.5090830304394472,0.1146739771676435,0.5678229326179697,0.5574250792752097,0.4382910402093435
286 21 39,26211,0.00022040943986108126,3.1562728572042387,4.103105054122874,1.0242176092581885,0.35669379117148003,0.12149863168910734,0.8002431919151354,0.2576477628879815,0.43828038731864144
51 33 39 12 327 21,4955,0.00004166681067153705,17.642073996874714,4.127445189732502,0.9998774736485598,0.18641028772711632,0.2886064450414466,0.8049903352504794,0.25152486338740276,0.4382295300379189
262 12 39 13 71 21 264,5085,0.00004275998632992248,14.89855228003734,4.359215185387179,0.7681074779938832,0.18905768013460197,0.25695725211349657,0.8501932629519015,0.19322180323182267,0.4380546455799635
267 21 71 12 39,12160,0.00010225396927666812,8.556960110735558,4.2244292796410585,0.9028933837400039,0.2781826906217114,0.18380081496745654,0.8239054877142026,0.2271279641593528,0.43793199172116576
51 33 39 12 71 21 264,7242,0.00006089829321559462,16.588857294649976,3.8976743546930903,1.2296483086879721,0.22520445824055202,0.27645656541808594,0.7601773109638634,0.3093250233238101,0.4378760682505832
313 263 51 13 71 21,22020,0.00018516713844344014,17.79741267156006,2.850963073525668,2.2763595898553945,0.33888344096534656,0.2903984278255144,0.5560334819353233,0.5726311972703046,0.4378268654656241
307 263 51 13 262,7709,0.00006482531654225613,12.586073727579166,4.221648838464881,0.9056738249161818,0.2315925676457133,0.23028056156669682,0.8233632083690707,0.22782739994566262,0.43781951522412665
312 21 264,29807,0.00025064836038072756,6.98457080141456,3.606225366979789,1.5210972964012732,0.36983617386685425,0.16566177407591465,0.7033349768945045,0.3826406732418829,0.4374378298850512
267 21 276 12 39,8645,0.00007269618128263125,11.804487553514136,4.182139767930211,0.9451828954508517,0.24330672740052803,0.22126420442944852,0.8156576136311308,0.23776613127094595,0.4372878174190318
267 21 270,28668,0.00024107045980456594,6.306442141178919,3.6943023973871583,1.433020265993904,0.36585333410041393,0.15783890004285944,0.7205129538212169,0.36048439547322475,0.437175251694228
327 21,23137,0.00019456004006202882,3.1112880853780536,4.163221690884669,0.964100972496394,0.34394170037836996,0.12097968856807823,0.8119679536882031,0.24252508111213908,0.4367978931943039
51 33 39 12 51 13 71 21,18045,0.00015174119042742404,19.020784945858654,2.8670812232625074,2.260241440118555,0.31853235998855484,0.30451121756373983,0.559177062083293,0.5685765850628481,0.4367593538766534
294 21 264,21048,0.00017699354813612752,6.562492037667067,3.913270864955273,1.2140517984257895,0.3342684620521276,0.16079268477997344,0.7632191539072716,0.3054016324920305,0.4367022354493749
267 21 261 12 51 13,7302,0.00006140283582715713,12.812602043660716,4.203181348804638,0.9241413145764243,0.22604789836059277,0.2328937861441838,0.8197614280886653,0.23247300196822945,0.4365228712524614
262 263 51 13 268,17128,0.00014403009751404373,11.503569746754284,3.602889744479117,1.5244329189019454,0.31320094170647467,0.21779282468306296,0.7026844185583782,0.3834797680469014,0.436209953299852
51 33 39 12 71 21,21679,0.00018229965460105988,12.374892347385702,3.319838720758115,1.8074839426229476,0.33728801703234484,0.22784437882991923,0.647479969315788,0.4546828623753503,0.43610351758239435
262 263 51 13 323 21,4693,0.000039463641267714106,16.284969898017,4.206251142942746,0.9210715204383164,0.18085693583931817,0.27295092856258596,0.8203601409724928,0.2317007777992045,0.43533313211072916
262 12 39 272 39,10250,0.00008619269614192831,8.924077182469317,4.243955156647298,0.8833675067337644,0.26071518740720606,0.18803586765872507,0.8277136890481448,0.2222161187823463,0.43521997275068547
39 33 39 21,45089,0.0003791553635456981,4.964040793225874,3.375932249383901,1.7513904139971619,0.4121463314504233,0.1423529941040203,0.6584200899807896,0.44057221632485516,0.4351576953306155
51 33 39 21 268 263,4633,0.0000389590986561516,14.043218266812556,4.420492540125675,0.7068301232553873,0.1795415709703519,0.24709014188205472,0.8621444036858626,0.17780713624957706,0.4350795399405901
282 21 261 12,68930,0.0005796353702500603,10.200064060489957,2.5224902518433745,2.604832411537688,0.45553578750275864,0.2027556180540531,0.49197025766659913,0.6552604031255341,0.43505150204134274
267 21 264 22,24954,0.00020983927214884675,8.595176725959016,3.521761335276329,1.6055613281047336,0.35166997078187356,0.1842416808154786,0.6868616559727113,0.4038880806445517,0.43496270458646974
285 63 39,15558,0.00013082789917815812,4.881971572282978,4.264013083897892,0.8633095794831709,0.30337313487783274,0.14140624577280517,0.8316256580361403,0.2171704331413542,0.4348393904465117
50 7 267 21,23340,0.0001962670758978153,13.613847181835734,3.0931415337903045,2.034181129590758,0.3448346873428847,0.2421369285640352,0.6032664095593748,0.5117098286638503,0.4346426216220887
267 21 264 12 50,6758,0.000056828316148990395,11.946377118250862,4.285964338889109,0.841358324491954,0.21813355583174837,0.22290103864193367,0.8359068894764768,0.2116484701425273,0.4345733304565665
282 21 276 12 39,7135,0.00005999852555830815,12.586820260166931,4.178561771320171,0.9487608920608923,0.22368283220461987,0.23028917354660292,0.8149597842092389,0.23866619666121533,0.43452885541022157
51 33 39 12 322,5259,0.00004422315990345375,12.738596891224107,4.409535501116775,0.7177871622642875,0.19249710725003996,0.23204006469093116,0.86000741334446,0.18056344170947258,0.43422140391222463
39 33 39 12 39 13 39 21,4878,0.000041019314320031836,14.926050650642736,4.263396373728588,0.8639262896524751,0.18480926325453104,0.25727447257913144,0.8315053788554075,0.21732557009080244,0.4341466520714286
262 263 51 13 312 21,4962,0.00004172567397621934,15.95978258336373,4.151004514995379,0.9763181483856833,0.1865545996474962,0.26919957642419373,0.8095851943630403,0.24559838116891528,0.4341331192203238
319 21 264 12,14780,0.0001242856633148976,11.517979000389893,3.6545466369256996,1.4727760264553627,0.2981290189147581,0.21795904944646194,0.712759246268269,0.37048518305216904,0.4340605307420245
282 21 264 12 50 22,4581,0.000038521828392797425,16.70628640685316,4.14254435494154,0.9847783084395221,0.1783877347879646,0.27781122450631823,0.8079351792168782,0.24772658253144073,0.43398603992919416
267 21 261 263 51 13,6140,0.00005163152724989657,13.71979579756319,4.167927266690547,0.9593953966905159,0.20833000984666125,0.24335914895289837,0.8128856988965327,0.2413413667642063,0.4336334893283073
308 21 261,13799,0.00011603639161585061,6.454487050694081,4.169330331072178,0.9579923323088847,0.2911083734067641,0.1595467421475859,0.8131593435398964,0.24098841794176135,0.4334178118188154
262 21 12 39 13 39,10357,0.00008709246379921479,9.174657841263121,4.1454031063059515,0.9819195570751109,0.26177677862403526,0.19092655941651446,0.808492731676923,0.24700744737204136,0.4331994077028667
51 33 39 12 282 21,5380,0.00004524065417010481,14.137538805082809,4.219063952570696,0.9082587108103659,0.1948224538500091,0.2481782210813054,0.8228590688670563,0.2284776426889402,0.4330224892396393
286 12 267 21,9747,0.0000819629472483293,9.068378559726773,4.198856209200504,0.9284664541805583,0.25557144554938754,0.1897005244757503,0.8189178807076853,0.23356101542661006,0.4329734030679658
51 33 39 12 286 21,5496,0.000046216103219125656,14.441082353544806,4.1697861538926295,0.9575365094884333,0.1970031224301688,0.251679891313529,0.8132482442879821,0.24087375311965614,0.43293870190466666
286 12 39 13 71 21 264,6598,0.000055482869184823706,17.87130300627684,3.6888059823474952,1.4385166810335674,0.2156842176305339,0.29125082474463115,0.719440968420548,0.3618670499268021,0.43281815703000337
39 33 39 63 39,11477,0.00009651059254838159,8.262994623628881,4.130210441308539,0.9971122220725237,0.2722734228549588,0.18040963699408769,0.8055296521137979,0.25082924863137046,0.43273053049679644
50 7 267 21 276,3048,0.000025630764667375365,18.586590867865205,4.250874862582886,0.8764478007981771,0.13673829128592582,0.29950236632766175,0.8290632639412966,0.22047542741165407,0.4323036208945988
262 21 33 39 12 39,6345,0.00005335538117273513,11.424791312296604,4.313375204723806,0.813947458657257,0.2116872990632258,0.21688403877646292,0.8412529282640225,0.2047531109949265,0.432294326001569
271 12 39 13 39,21233,0.00017854922118844526,7.945205202112708,3.62940159434379,1.4979210690372724,0.3351630306655922,0.17674362675246977,0.7078551190594444,0.3768105614779943,0.43224754024702017
51 33 39 21 268,6785,0.00005705536032419352,9.765484890596163,4.39974920283009,0.7275734605509716,0.2185411555434195,0.19774232440814304,0.8580987567357045,0.18302524068434553,0.43185922094803897
313 263 51 13 71 21 261,2836,0.000023848047439854507,20.306740978101164,4.127327410841454,0.9999952525396081,0.1293688317797523,0.3193459718547396,0.8049673644138887,0.2515544913370882,0.43165045215404724
282 21 71,19326,0.00016251317518428356,3.3982536681166255,4.117982475267386,1.0093401881136765,0.32554318293456896,0.12429011583243549,0.8031447883468881,0.25390526301219624,0.43164479006499135
267 21 261 12 39 13,16731,0.00014069170723420512,13.382202667848487,3.2880111804351,1.8393114829459623,0.3108036510674843,0.23946468366475485,0.6412725307727987,0.46268926110187775,0.4314158586188209
693 285,13173,0.00011077233036854845,6.604268356283704,4.127550090407397,0.9997725729736651,0.2863624187146983,0.1612746152708469,0.805010794402708,0.25149847502621103,0.4313878077912657
262 21 33,42008,0.00035324710044196334,4.049869043883361,3.3851594441931723,1.7421632191878902,0.4049110711848099,0.13180713332710053,0.6602197026470982,0.43825106300855715,0.4309941065057455
262 263 51 13 279 21 262 22,2288,0.00001923989158758361,21.97986939754682,4.127332342152193,0.9999903212288697,0.10741957082913645,0.3386471364182606,0.8049683261849849,0.25155325083783453,0.4309885786022692
282 21 261 283 71 22,9152,0.00007695956635033443,19.556021342374954,3.19378688425358,1.9335357791274828,0.2491326283027988,0.3106856902757447,0.6228956307086652,0.4863919185268426,0.430926838171695
262 12 39 13 39 12,9747,0.0000819629472483293,8.885589059214718,4.138595535856943,0.9887271275241196,0.25557144554938754,0.18759186970133923,0.8071650269670892,0.2487199304235286,0.43060657781469225
307 263 51 272 39,13720,0.00011537207717729332,14.651079238983764,3.3033148501465948,1.8240078132344677,0.2905214518738728,0.2541024097505938,0.6442572599806544,0.45883953597559435,0.4304719367956848
331 21,27621,0.00023226619123280017,3.484071590506122,3.7715130977767206,1.355809565604342,0.3620500598058603,0.12528010908297627,0.7355716317041197,0.34106160480201875,0.4304418540389538
310 12,33539,0.0002820309108199155,1.8041046269433858,3.7673054266840262,1.3600172366970364,0.3818951398612491,0.1059000552579709,0.7347509946252899,0.34212006838846926,0.4304296571569269
267 21 261 12 51 13 71,3947,0.00003319049479728693,16.09494753066991,4.206678939523514,0.9206437238575486,0.16316023853213776,0.27075883563039416,0.8204435756632377,0.23159316313703734,0.4303739944933218
262 12 39 272 39 266 44,2906,0.00002443668048667743,19.60745586103954,4.129035038755808,0.9982876246252541,0.13186136396460738,0.3112790375032813,0.8053004091677424,0.2511249278263641,0.4303089827496366
262 263 51 13 71 21 71 12,3235,0.000027203255806745178,18.074842767431438,4.141221083802248,0.9861015795788146,0.1428250661677983,0.29359885396916985,0.8076770969337516,0.24805945891010392,0.4290018827975707
267 21 261 22 71 12,5075,0.000042675895894662066,13.80856500374486,4.166719017849525,0.9606036455315374,0.18885645100933962,0.2443831881340948,0.8126500498218898,0.24164530862977007,0.42898422351798554
51 33 39 12 282 21 264,2928,0.00002462167944425035,19.055651261443227,4.127581917479788,0.9997407459012745,0.13263234327145537,0.3049134344450026,0.8050170017499885,0.25149046874519554,0.4288659653533897
282 21 264 12,117785,0.000990459191714832,11.302605700498308,1.7229812694343978,3.4043413939466647,0.5103044761761083,0.21547450883649885,0.33603917337596,0.8563814333289821,0.4275156719340851
262 263 51 13 71 21,15884,0.00013356924736764774,12.529810037115537,3.2829913581938457,1.8443313051872168,0.3054929959846808,0.2296315051428335,0.6402934969629888,0.4639520259273051,0.4274766531080204
50 7 267 21 71,3859,0.000032450498966995254,15.187222206333253,4.208927180558115,0.9183954828229471,0.16085531282707546,0.2602873406394108,0.8208820581193269,0.2310276053222117,0.4272485245067177
319 21,44264,0.00037221790263671363,3.6337747418693196,3.2550420208782036,1.872280642502859,0.4102585941437219,0.12700708062117777,0.6348424381647481,0.4709828406374646,0.4271586981445064
282 21 264 284 39,3971,0.000033392311841911934,15.557780329811912,4.1387468552602815,0.9885758081207809,0.1637799385110185,0.2645620892112991,0.8071945393292465,0.24868186516727903,0.4269058754709075
312 21,68909,0.0005794587803360135,2.397808968259536,2.9877242310042695,2.139598432376793,0.4555046394005279,0.11274901261273061,0.5827064975532674,0.538228150539002,0.4267449097278085
51 33 39 21 71 22,9020,0.00007584957260489691,11.700462568815434,3.800113710456001,1.3272089529250615,0.24764750248262918,0.2200641749965299,0.7411497110560481,0.3338669580712529,0.42641036195009446
262 12 39 13,194450,0.0016351385136388254,6.317494718161743,1.736306544730149,3.3910161186509136,0.5615509937894508,0.1579664022744378,0.33863804927486124,0.853029384566314,0.4263570739471207
285,298788,0.002512521297058973,0.0,1.97207745163055,3.1552452117505125,0.6054624124086017,0.08508795267831301,0.3846212889457831,0.79371987243934,0.4263130232686537
262 21 12 39 13 271,5237,0.00004403816094588084,12.20153343137516,4.201616150172809,0.9257065132082538,0.19206857461452392,0.22584451502533354,0.8194561618250442,0.23286673658314033,0.4262179395362009
282 21 261 12 39,24489,0.0002059290669092373,11.922568687118257,2.9313041955868706,2.196018467794192,0.3497471210292451,0.222626385219071,0.5717026971058435,0.5524209312293104,0.4260524602335208
51 33 39 12 50,11302,0.00009503900993132427,9.219382415199707,3.8186566765153342,1.3086659868657282,0.270702711636809,0.19144250090166917,0.7447662117673775,0.32920236953136706,0.4255848326829067
307 263 51 13 50,5333,0.00004484542912438085,12.262004426885058,4.156837909131801,0.9704847542492613,0.19392549205242668,0.2265421068073458,0.8107229019971013,0.2441309577076241,0.4254895590700722
51 33 39 12 51 13 262,4135,0.00003477139498018279,14.471828121518207,4.14659983421854,0.9807228291625231,0.16791689471175877,0.25203457366808674,0.8087261337838618,0.24670640366152835,0.42504797446854226
39 33 262 21,11310,0.0000951062822795326,5.372306651234051,4.15927299935577,0.9680496640252924,0.2707750444631938,0.1470627380898966,0.8111978263160563,0.2435183969168656,0.4249064443864221
51 33 39 12 268,12545,0.00010549145103419422,10.450683882727676,3.5822112634047723,1.5451113999762902,0.28136905500731957,0.20564676160028084,0.6986514207480339,0.38868155753047134,0.42458418504328266
286 12 39 13,61494,0.0005171057225904136,7.253582763771536,2.553146227136419,2.5741764362446435,0.44386668352811226,0.16876508885717215,0.4979492017092643,0.6475487182433315,0.42457247143106336
267 21 270 12,13096,0.00011012483401704323,8.847015850885105,3.6851810270658887,1.4421416363151738,0.2857631345039978,0.1871468902048105,0.7187339804816972,0.36277892803789147,0.42420123855147984
51 33 39 12 294 21,3798,0.0000319375473119067,15.050348381307456,4.127334804438476,0.9999878589425868,0.15922652399504253,0.258708367865679,0.8049688064134483,0.25155263143572054,0.42395569992524534
282 21 264 22 270,3687,0.000031004143480516066,14.464166354863702,4.201839378705019,0.9254832846760433,0.15619439676454822,0.25194618773349425,0.8194996988807097,0.23281058217667738,0.4237816280592607
267 21 291,8622,0.00007250277328153228,7.224889159863321,4.1744994453584505,0.9528232180226117,0.243034397322243,0.1684340802122192,0.8141674943089499,0.23968809785359654,0.4237789570697874
282 21 264 12 39 22,10827,0.00009104471425645443,15.336215946240474,3.2139034472387626,1.9134192161423,0.2663135361874611,0.2620061284260867,0.6268190356328088,0.48133148273343596,0.42366630103488545
51 33 39 12 51 272 39,3529,0.000029675514603401463,15.476540885270815,4.13602408744158,0.9912985759394823,0.15171711539646107,0.2636249131583956,0.8066635082244269,0.24936679289260869,0.42357275395115485
282 21 269 21 39,5583,0.000046947690005891294,10.946826313674038,4.174238868829603,0.95308379455146,0.19860862876841393,0.2113702473742024,0.8141166731404853,0.23975364736095905,0.4233986017389678
51 33 39 21 262,5844,0.0000491424503661882,8.261798062701251,4.386011802466045,0.7413108609150176,0.20327918093450625,0.1803958334993254,0.8554195026169502,0.18648096185111643,0.4232877238020579
